URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/CodeSystem/bc-service-type-code-system,1.0.0,draft,,ServiceTypeCS,BC Service type codes,"BC Service type Codes",
